Codes	Stock_Names
600691.SS	阳煤化工
600692.SS	亚通股份
600693.SS	东百集团
600694.SS	大商股份
600695.SS	绿庭投资
600696.SS	多伦股份
600697.SS	欧亚集团
600698.SS	湖南天雁
600699.SS	均胜电子
600701.SS	工大高新
600702.SS	沱牌舍得
600703.SS	三安光电
600704.SS	物产中大
600705.SS	中航资本
600706.SS	曲江文旅
600707.SS	彩虹股份
600708.SS	海博股份
600710.SS	常林股份
600711.SS	盛屯矿业
600712.SS	南宁百货
600713.SS	南京医药
600714.SS	金瑞矿业
600715.SS	*ST松辽
600716.SS	凤凰股份
600717.SS	天津港
600718.SS	东软集团
600719.SS	大连热电
600720.SS	祁连山
600721.SS	百花村
600722.SS	金牛化工
600723.SS	首商股份
600724.SS	宁波富达
600725.SS	云维股份
600726.SS	华电能源
600727.SS	鲁北化工
600728.SS	佳都科技
600729.SS	重庆百货
600730.SS	中国高科
600731.SS	湖南海利
600732.SS	上海新梅
600733.SS	S前锋
600734.SS	实达集团
600735.SS	新华锦
600736.SS	苏州高新
600737.SS	中粮屯河
600738.SS	兰州民百
600739.SS	辽宁成大
600740.SS	山西焦化
600741.SS	华域汽车
600742.SS	一汽富维
600743.SS	华远地产
600744.SS	华银电力
600745.SS	中茵股份
600746.SS	江苏索普
600747.SS	大连控股
600748.SS	上实发展
600749.SS	西藏旅游
600750.SS	江中药业
600751.SS	天津海运
600753.SS	东方银星
600754.SS	锦江股份
600755.SS	厦门国贸
600756.SS	浪潮软件
600757.SS	长江传媒
600758.SS	红阳能源
600759.SS	洲际油气
600760.SS	中航黑豹
600761.SS	安徽合力
600763.SS	通策医疗
600764.SS	中电广通
600765.SS	中航重机
600766.SS	园城黄金
600767.SS	运盛实业
600768.SS	宁波富邦
600769.SS	祥龙电业
600770.SS	综艺股份
600771.SS	广誉远
600773.SS	西藏城投
600774.SS	汉商集团
600775.SS	南京熊猫
600776.SS	东方通信
600777.SS	新潮实业
600778.SS	友好集团
600779.SS	水井坊
600780.SS	通宝能源
600781.SS	辅仁药业
600782.SS	新钢股份
600783.SS	鲁信创投
600784.SS	鲁银投资
600785.SS	新华百货
600787.SS	中储股份
600789.SS	鲁抗医药
600790.SS	轻纺城
600791.SS	京能置业
600792.SS	云煤能源
600793.SS	ST宜纸
600794.SS	保税科技
600795.SS	国电电力
600796.SS	钱江生化
600797.SS	浙大网新
600798.SS	宁波海运
600800.SS	天津磁卡
600801.SS	华新水泥
600802.SS	福建水泥
600803.SS	新奥股份
600804.SS	鹏博士
600805.SS	悦达投资
600806.SS	昆明机床
600807.SS	天业股份
600808.SS	马钢股份
600809.SS	山西汾酒
600810.SS	神马股份
600811.SS	东方集团
600812.SS	华北制药
600814.SS	杭州解百
600815.SS	厦工股份
600816.SS	安信信托
600817.SS	ST宏盛
600818.SS	中路股份
600819.SS	耀皮玻璃
600820.SS	隧道股份
600821.SS	津劝业
600822.SS	上海物贸
600823.SS	世茂股份
600824.SS	益民集团
600825.SS	新华传媒
600826.SS	兰生股份
600827.SS	百联股份
600828.SS	成商集团
600829.SS	三精制药
600830.SS	香溢融通
600831.SS	广电网络
600832.SS	东方明珠
600833.SS	第一医药
600834.SS	申通地铁
600835.SS	上海机电
600836.SS	界龙实业
600837.SS	海通证券
600838.SS	上海九百
600839.SS	四川长虹
600841.SS	上柴股份
600843.SS	上工申贝
600844.SS	丹化科技
600845.SS	宝信软件
600846.SS	同济科技
600847.SS	万里股份
600848.SS	自仪股份
600850.SS	华东电脑
600851.SS	海欣股份
600853.SS	龙建股份
600854.SS	春兰股份
600855.SS	航天长峰
600856.SS	长百集团
600857.SS	工大首创
600858.SS	银座股份
600859.SS	王府井
600860.SS	京城股份
600861.SS	北京城乡
600862.SS	南通科技
600863.SS	内蒙华电
600864.SS	哈投股份
600865.SS	百大集团
600866.SS	星湖科技
600867.SS	通化东宝
600868.SS	梅雁吉祥
600869.SS	智慧能源
600870.SS	厦华电子
600871.SS	石化油服
600872.SS	中炬高新
600873.SS	梅花生物
600874.SS	创业环保
600875.SS	东方电气
600876.SS	洛阳玻璃
600877.SS	中国嘉陵
600879.SS	航天电子
600880.SS	博瑞传播
600881.SS	亚泰集团
600882.SS	华联矿业
600883.SS	博闻科技
600884.SS	杉杉股份
600885.SS	宏发股份
600886.SS	国投电力
600887.SS	伊利股份
600888.SS	新疆众和
600889.SS	南京化纤
600890.SS	中房股份
600891.SS	秋林集团
600892.SS	宝诚股份
600893.SS	中航动力
600894.SS	广日股份
600895.SS	张江高科
600896.SS	中海海盛
600897.SS	厦门空港
600898.SS	三联商社
600900.SS	长江电力
600917.SS	重庆燃气
600958.SS	东方证券
600960.SS	渤海活塞
600961.SS	株冶集团
600962.SS	国投中鲁
600963.SS	岳阳林纸
600965.SS	福成五丰
600966.SS	博汇纸业
600967.SS	北方创业
600969.SS	郴电国际
600970.SS	中材国际
600971.SS	恒源煤电
600973.SS	宝胜股份
600975.SS	新五丰
600976.SS	健民集团
600978.SS	宜华木业
600979.SS	广安爱众
600980.SS	北矿磁材
600981.SS	汇鸿股份
600982.SS	宁波热电
600983.SS	惠而浦
600984.SS	*ST建机
600985.SS	雷鸣科化
600986.SS	科达股份
600987.SS	航民股份
600988.SS	赤峰黄金
600990.SS	四创电子
600992.SS	贵绳股份
600993.SS	马应龙
600995.SS	文山电力
600997.SS	开滦股份
600998.SS	九州通
600999.SS	招商证券
601000.SS	唐山港
601001.SS	大同煤业
601002.SS	晋亿实业
601003.SS	柳钢股份
601005.SS	重庆钢铁
601006.SS	大秦铁路
601007.SS	金陵饭店
601008.SS	连云港
601009.SS	南京银行
601010.SS	文峰股份
601011.SS	宝泰隆
601012.SS	隆基股份
601015.SS	陕西黑猫
601016.SS	节能风电
601018.SS	宁波港
601021.SS	春秋航空
601028.SS	玉龙股份
601038.SS	一拖股份
601058.SS	赛轮金宇
601069.SS	西部黄金
601088.SS	中国神华
601098.SS	中南传媒
601099.SS	太平洋
601100.SS	恒立油缸
601101.SS	昊华能源
601106.SS	中国一重
601107.SS	四川成渝
601111.SS	中国国航
601113.SS	华鼎股份
601116.SS	三江购物
601117.SS	中国化学
601118.SS	海南橡胶
601126.SS	四方股份
601137.SS	博威合金
601139.SS	深圳燃气
601158.SS	重庆水务
601166.SS	兴业银行
601168.SS	西部矿业
601169.SS	北京银行
601177.SS	杭齿前进
601179.SS	中国西电
601186.SS	中国铁建
601188.SS	龙江交通
601198.SS	东兴证券
601199.SS	江南水务
601208.SS	东材科技
601216.SS	内蒙君正
601218.SS	吉鑫科技
601222.SS	林洋电子
601225.SS	陕西煤业
601226.SS	华电重工
601231.SS	环旭电子
601233.SS	桐昆股份
601238.SS	广汽集团
601258.SS	庞大集团
601268.SS	*ST二重
601288.SS	农业银行
601299.SS	中国北车
601311.SS	骆驼股份
601313.SS	江南嘉捷
601318.SS	中国平安
601328.SS	交通银行
601333.SS	广深铁路
601336.SS	新华保险
601339.SS	百隆东方
601369.SS	陕鼓动力
601377.SS	兴业证券
601388.SS	怡球资源
601390.SS	中国中铁
601398.SS	工商银行
601515.SS	东风股份
601518.SS	吉林高速
601519.SS	大智慧
601555.SS	东吴证券
601558.SS	*ST锐电
601566.SS	九牧王
601567.SS	三星电气
601579.SS	会稽山
601588.SS	北辰实业
601599.SS	鹿港科技
601600.SS	中国铝业
601601.SS	中国太保
601607.SS	上海医药
601608.SS	中信重工
601616.SS	广电电气
601618.SS	中国中冶
601628.SS	中国人寿
601633.SS	长城汽车
601636.SS	旗滨集团
601666.SS	平煤股份
601668.SS	中国建筑
601669.SS	中国电建
601677.SS	明泰铝业
601678.SS	滨化股份
601688.SS	华泰证券
601689.SS	拓普集团
601699.SS	潞安环能
601700.SS	风范股份
601717.SS	郑煤机
601718.SS	际华集团
601727.SS	上海电气
601766.SS	中国南车
601777.SS	力帆股份
601788.SS	光大证券
601789.SS	宁波建工
601798.SS	蓝科高新
601799.SS	星宇股份
601800.SS	中国交建
601801.SS	皖新传媒
601808.SS	中海油服
601818.SS	光大银行
601857.SS	中国石油
601866.SS	中海集运
601872.SS	招商轮船
601877.SS	正泰电器
601880.SS	大连港
601886.SS	江河创建
601888.SS	中国国旅
601890.SS	亚星锚链
601898.SS	中煤能源
601899.SS	紫金矿业
601901.SS	方正证券
601908.SS	京运通
601918.SS	国投新集
601919.SS	中国远洋
601928.SS	凤凰传媒
601929.SS	吉视传媒
601933.SS	永辉超市
601939.SS	建设银行
601958.SS	金钼股份
601965.SS	中国汽研
601969.SS	海南矿业
601988.SS	中国银行
601989.SS	中国重工
601991.SS	大唐发电
601992.SS	金隅股份
601996.SS	丰林集团
601998.SS	中信银行
601999.SS	出版传媒
603000.SS	人民网
603001.SS	奥康国际
603002.SS	宏昌电子
603003.SS	龙宇燃油
603005.SS	晶方科技
603006.SS	联明股份
603008.SS	喜临门
603009.SS	北特科技
603010.SS	万盛股份
603011.SS	合锻股份
603012.SS	创力集团
603015.SS	弘讯科技
603017.SS	园区设计
603018.SS	设计股份
603019.SS	中科曙光
603020.SS	爱普股份
603030.SS	全筑股份
603077.SS	和邦股份
603088.SS	宁波精达
603099.SS	长白山
603100.SS	川仪股份
603111.SS	康尼机电
603118.SS	共进股份
603123.SS	翠微股份
603126.SS	中材节能
603128.SS	华贸物流
603158.SS	腾龙股份
603166.SS	福达股份
603167.SS	渤海轮渡
603168.SS	莎普爱思
603169.SS	兰石重装
603188.SS	亚邦股份
603199.SS	九华旅游
603222.SS	济民制药
603268.SS	松发股份
603288.SS	海天味业
603306.SS	华懋科技
603308.SS	应流股份
603309.SS	维力医疗
603328.SS	依顿电子
603333.SS	明星电缆
603338.SS	浙江鼎力
603366.SS	日出东方
603368.SS	柳州医药
603369.SS	今世缘
603399.SS	新华龙
603456.SS	九洲药业
603518.SS	维格娜丝
603519.SS	立霸股份
603555.SS	贵人鸟
603558.SS	健盛集团
603588.SS	高能环境
603600.SS	永艺股份
603601.SS	再升科技
603606.SS	东方电缆
603609.SS	禾丰牧业
603611.SS	诺力股份
603618.SS	杭电股份
603636.SS	南威软件
603678.SS	火炬电子
603686.SS	龙马环卫
603688.SS	石英股份
603698.SS	航天工程
603699.SS	纽威股份
603729.SS	龙韵股份
603766.SS	隆鑫通用
603788.SS	宁波高发
603799.SS	华友钴业
603806.SS	福斯特
603828.SS	柯利达
603869.SS	北部湾旅
603889.SS	新澳股份
603898.SS	好莱客
603899.SS	晨光文具
603939.SS	益丰药房
603969.SS	银龙股份
603988.SS	中电电机
603993.SS	洛阳钼业
603997.SS	继峰股份
603998.SS	方盛制药
	
